30	0	0.0195
28.5	0	0.171
27	0	0.312
24	0	0.5625
21	0	0.777
18	0	0.954
15	0	1.086
12	0	1.17
9	0	1.182
7.5	0	1.1505
6	0	1.089
4.5	0	0.9915
3	0	0.8445
2.25	0	0.744
1.5	0	0.6195
0.75	0	0.4485
0.375	0	0.3225
0	0	0
0.375	0	-0.2475
0.75	0	-0.3405
1.5	0	-0.4515
2.25	0	-0.519
3	0	-0.5625
4.5	0	-0.615
6	0	-0.6345
7.5	0	-0.633
9	0	-0.618
12	0	-0.57
15	0	-0.501
18	0	-0.414
21	0	-0.321
24	0	-0.225
27	0	-0.123
28.5	0	-0.072
30	0	-0.0195
